,chapter,dt,author,replica,replica_full,replica_len
1123,Властелин колец: две крепости,02:12:16,Галадриэль,"Саурон чувствует, что кольцо близко","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",5
1124,Властелин колец: две крепости,02:12:16,Галадриэль,"В глубине души Фродо начинает понимать, что поход..","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",8
1125,Властелин колец: две крепости,02:12:16,Галадриэль,"Ты знаешь это, ты это предвидел","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",6
1126,Властелин колец: две крепости,02:12:16,Галадриэль,"Это риск, на который мы пошли","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",6
1127,Властелин колец: две крепости,02:12:16,Галадриэль,"Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",17
1128,Властелин колец: две крепости,02:12:16,Галадриэль,"Людей, которых легко ввергнет в искушение его сила","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",8
1129,Властелин колец: две крепости,02:12:16,Галадриэль,"Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет","Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",13
1130,Властелин колец: две крепости,02:12:16,Галадриэль,Так близко к исполнению своей цели,"Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",6
1131,Властелин колец: две крепости,02:12:16,Галадриэль,Саурон получит власть над всеми живущими до конца существования мира,"Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",10
1132,Властелин колец: две крепости,02:12:16,Галадриэль,Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.,"Сила врага возрастает. Саурон уничтожит народ Рохана с помощью своего орудия Сарумана. Изенгард развязал войну. Око Саурона обратилось теперь на Гондор - последнее свободное королевство людей. Война против этой страны подготавливалась давно и обрушится внезапно. Саурон чувствует, что кольцо близко. Силы хранителя на исходе. В глубине души Фродо начинает понимать, что поход... будет стоить ему жизни. Ты знаешь это, ты это предвидел. Это риск, на который мы пошли. Свет надежды угасает, в сгущающемся мраке крепнет воля кольца, и оно стремится снова попасть в руки людей. Людей, которых легко ввергнет в искушение его сила. Молодому военачальнику Гондора достаточно протянуть руку, завладеть кольцом, и мир тут же рухнет. Оно уже близко. Так близко к исполнению своей цели. Саурон получит власть над всеми живущими до конца существования мира. Время эльфов ушло. Неужели мы бросим Средиземье на произвол судьбы? Неужели оставим их сражаться одних?.",12
1133,Властелин колец: две крепости,02:14:41,Фарамир,Кто защищает реку с севера?.,Кто защищает реку с севера?.,5
1134,Властелин колец: две крепости,02:14:41,Фарамир,Саруман наступает со стороны Изенгарда,"Саруман наступает со стороны Изенгарда. Саурон из Мордора. Нас зажимают в кольцо. Гондор слаб. Саурон вскоре ударит и беспощадно. Он знает, что у нас не хватит сил отразить удар""..",5
1135,Властелин колец: две крепости,02:14:41,Фарамир,Саурон вскоре ударит и беспощадно,"Саруман наступает со стороны Изенгарда. Саурон из Мордора. Нас зажимают в кольцо. Гондор слаб. Саурон вскоре ударит и беспощадно. Он знает, что у нас не хватит сил отразить удар""..",5
1136,Властелин колец: две крепости,02:14:41,Фарамир,"Он знает, что у нас не хватит сил отразить удар","Саруман наступает со стороны Изенгарда. Саурон из Мордора. Нас зажимают в кольцо. Гондор слаб. Саурон вскоре ударит и беспощадно. Он знает, что у нас не хватит сил отразить удар""..",10
1137,Властелин колец: две крепости,02:15:48,Фарамир,"Мне сказали, что вы шпионы орков","Мне сказали, что вы шпионы орков""..",6
1138,Властелин колец: две крепости,02:15:48,Сэм,Шпионы? Вы что - с ума сошли?.,Шпионы? Вы что - с ума сошли?.,7
1139,Властелин колец: две крепости,02:15:48,Фарамир,"Если вы не шпионы, то кто вы? Говорите","Если вы не шпионы, то кто вы? Говорите""..",8
1140,Властелин колец: две крепости,02:15:48,Фарамир,А где ваш скользкий друг? Та трусливая тварь отвратительного вида?.,А где ваш скользкий друг? Та трусливая тварь отвратительного вида?.,10
1141,Властелин колец: две крепости,02:15:48,Фродо,"Мы вышли из Ривенделла, нас было семеро","Нас только двое. Мы вышли из Ривенделла, нас было семеро. Один погиб в Мории. Двое как я, ещё один гном и один эльф. И двое людей. Арагорн сын Араторна и Боромир из Гондора""..",7
1142,Властелин колец: две крепости,02:15:48,Фродо,"Двое как я, ещё один гном и один эльф","Нас только двое. Мы вышли из Ривенделла, нас было семеро. Один погиб в Мории. Двое как я, ещё один гном и один эльф. И двое людей. Арагорн сын Араторна и Боромир из Гондора""..",9
1143,Властелин колец: две крепости,02:15:48,Фродо,Арагорн сын Араторна и Боромир из Гондора,"Нас только двое. Мы вышли из Ривенделла, нас было семеро. Один погиб в Мории. Двое как я, ещё один гном и один эльф. И двое людей. Арагорн сын Араторна и Боромир из Гондора""..",7
1144,Властелин колец: две крепости,02:15:48,Фарамир,"Вы огорчитесь, узнав, что он мёртв?.","Вы огорчитесь, узнав, что он мёртв?.",6
1145,Властелин колец: две крепости,02:15:48,Фарамир,Вы его сопровождали и вам лучше знать,"Вы его сопровождали и вам лучше знать""..",7
1146,Властелин колец: две крепости,02:15:48,Фродо,"Если что-то случилось с Боромиром, расскажите нам об этом!.","Если что-то случилось с Боромиром, расскажите нам об этом!.",9
1147,Властелин колец: две крепости,02:15:48,Фарамир,Мы нашли его рог на берегу реки шесть дней назад..,"Мы нашли его рог на берегу реки шесть дней назад... расколотый надвое. Моё сердце тоже раскололось. Он мой брат""..",10
1148,Властелин колец: две крепости,02:18:41,Боромир,"Этот город был когда-то жемчужиной нашего королевства, местом света, красоты, и музыки! И так будет снова! Пусть армии Мордора знают: никогда больше земля моего народа не перейдёт в руки врага! Город Осгилиат возвращён Гондору! За Гондор!.","Этот город был когда-то жемчужиной нашего королевства, местом света, красоты, и музыки! И так будет снова! Пусть армии Мордора знают: никогда больше земля моего народа не перейдёт в руки врага! Город Осгилиат возвращён Гондору! За Гондор!.",36
1149,Властелин колец: две крепости,02:18:41,Боромир,"Открывайте эль, людей мучает жажда!.","И есть время выпить. Открывайте эль, людей мучает жажда!.",5
1150,Властелин колец: две крепости,02:18:41,Боромир,"Запомни этот день, младший брат","Запомни этот день, младший брат. Сегодня жизнь прекрасна. Что?.",5
1151,Властелин колец: две крепости,02:18:41,Боромир,"Спокойная минута, он и её не может отдать","Спокойная минута, он и её не может отдать""..",8
1152,Властелин колец: две крепости,02:18:41,Денетор,"Где он, где он, где лучший гондорец, где мой первенец?.","Где он, где он, где лучший гондорец, где мой первенец?.",10
1153,Властелин колец: две крепости,02:18:41,Денетор,Говорят ты победил врага чуть ли не одной рукой,"Ха-ха. Говорят ты победил врага чуть ли не одной рукой""..",9
1154,Властелин колец: две крепости,02:18:41,Денетор,Но Фарамир мог бы и удержать город,"Но Фарамир мог бы и удержать город. Тебе было поручено защитить его""..",7
1155,Властелин колец: две крепости,02:18:41,Денетор,Тебе было поручено защитить его,"Но Фарамир мог бы и удержать город. Тебе было поручено защитить его""..",5
1156,Властелин колец: две крепости,02:18:41,Фарамир,"Я бы справился, но сил было мало","Я бы справился, но сил было мало""..",7
1157,Властелин колец: две крепости,02:18:41,Денетор,Ты позволил врагу шутя взять город,"Ах мало. Ты позволил врагу шутя взять город. Всегда бросаешь тень на меня""..",6
1158,Властелин колец: две крепости,02:18:41,Денетор,Всегда бросаешь тень на меня,"Ах мало. Ты позволил врагу шутя взять город. Всегда бросаешь тень на меня""..",5
1159,Властелин колец: две крепости,02:18:41,Боромир,"Ты не доверяешь ему, а он всё равно исполняет твою волю","Ты не доверяешь ему, а он всё равно исполняет твою волю. Он любит тебя, отец""..",11
1160,Властелин колец: две крепости,02:18:41,Денетор,"Не говори мне о Фарамире, я знаю его, от него мало толку","Не говори мне о Фарамире, я знаю его, от него мало толку. У нас есть более срочные темы для разговора. Элронд из Ривенделла зовёт на совет. Он не говорит зачем, но я догадываюсь. Ходят слухи, что нашлось оружие врага""..",12
1161,Властелин колец: две крепости,02:18:41,Денетор,У нас есть более срочные темы для разговора,"Не говори мне о Фарамире, я знаю его, от него мало толку. У нас есть более срочные темы для разговора. Элронд из Ривенделла зовёт на совет. Он не говорит зачем, но я догадываюсь. Ходят слухи, что нашлось оружие врага""..",8
1162,Властелин колец: две крепости,02:18:41,Денетор,Элронд из Ривенделла зовёт на совет,"Не говори мне о Фарамире, я знаю его, от него мало толку. У нас есть более срочные темы для разговора. Элронд из Ривенделла зовёт на совет. Он не говорит зачем, но я догадываюсь. Ходят слухи, что нашлось оружие врага""..",6
1163,Властелин колец: две крепости,02:18:41,Денетор,"Он не говорит зачем, но я догадываюсь","Не говори мне о Фарамире, я знаю его, от него мало толку. У нас есть более срочные темы для разговора. Элронд из Ривенделла зовёт на совет. Он не говорит зачем, но я догадываюсь. Ходят слухи, что нашлось оружие врага""..",7
1164,Властелин колец: две крепости,02:18:41,Денетор,"Ходят слухи, что нашлось оружие врага","Не говори мне о Фарамире, я знаю его, от него мало толку. У нас есть более срочные темы для разговора. Элронд из Ривенделла зовёт на совет. Он не говорит зачем, но я догадываюсь. Ходят слухи, что нашлось оружие врага""..",6
1165,Властелин колец: две крепости,02:18:41,Денетор,Оно попало в руки эльфов,"Оно попало в руки эльфов. Каждый заявит права на него. Люди, гномы, маги. Нельзя допустить этого. Кольцо должно достаться Гондору""..",5
1166,Властелин колец: две крепости,02:18:41,Денетор,Каждый заявит права на него,"Оно попало в руки эльфов. Каждый заявит права на него. Люди, гномы, маги. Нельзя допустить этого. Кольцо должно достаться Гондору""..",5
1167,Властелин колец: две крепости,02:18:41,Денетор,"Я знаю, это опасно, кольцо всегда будет пытаться совратить сердца слабых людей, но ты..","Я знаю, это опасно, кольцо всегда будет пытаться совратить сердца слабых людей, но ты... ты сильный! А наша нужда велика, ведь льётся наша кровь, наши люди умирают. Саурон ждёт своего часа, собирает новые армии. Он вернётся, и когда выступит - у нас не будет силы остановить его. Ты должен ехать. Привези мне этот могучий дар""..",14
1168,Властелин колец: две крепости,02:18:41,Денетор,"ты сильный! А наша нужда велика, ведь льётся наша кровь, наши люди умирают","Я знаю, это опасно, кольцо всегда будет пытаться совратить сердца слабых людей, но ты... ты сильный! А наша нужда велика, ведь льётся наша кровь, наши люди умирают. Саурон ждёт своего часа, собирает новые армии. Он вернётся, и когда выступит - у нас не будет силы остановить его. Ты должен ехать. Привези мне этот могучий дар""..",13
1169,Властелин колец: две крепости,02:18:41,Денетор,"Саурон ждёт своего часа, собирает новые армии","Я знаю, это опасно, кольцо всегда будет пытаться совратить сердца слабых людей, но ты... ты сильный! А наша нужда велика, ведь льётся наша кровь, наши люди умирают. Саурон ждёт своего часа, собирает новые армии. Он вернётся, и когда выступит - у нас не будет силы остановить его. Ты должен ехать. Привези мне этот могучий дар""..",7
1170,Властелин колец: две крепости,02:18:41,Денетор,"Он вернётся, и когда выступит - у нас не будет силы остановить его","Я знаю, это опасно, кольцо всегда будет пытаться совратить сердца слабых людей, но ты... ты сильный! А наша нужда велика, ведь льётся наша кровь, наши люди умирают. Саурон ждёт своего часа, собирает новые армии. Он вернётся, и когда выступит - у нас не будет силы остановить его. Ты должен ехать. Привези мне этот могучий дар""..",13
1171,Властелин колец: две крепости,02:18:41,Денетор,Привези мне этот могучий дар,"Я знаю, это опасно, кольцо всегда будет пытаться совратить сердца слабых людей, но ты... ты сильный! А наша нужда велика, ведь льётся наша кровь, наши люди умирают. Саурон ждёт своего часа, собирает новые армии. Он вернётся, и когда выступит - у нас не будет силы остановить его. Ты должен ехать. Привези мне этот могучий дар""..",5
1172,Властелин колец: две крепости,02:18:41,Боромир,"Мой место здесь с моим народом, не в Ривенделле","Нет. Мой место здесь с моим народом, не в Ривенделле""..",9
1173,Властелин колец: две крепости,02:18:41,Фарамир,"Если нужно ехать в Ривенделл, пошли меня вместо него","Если нужно ехать в Ривенделл, пошли меня вместо него""..",9
1174,Властелин колец: две крепости,02:18:41,Денетор,"Случай Фарамиру, военачальнику Гондора, проявить себя","Тебя? А... я понимаю. Случай Фарамиру, военачальнику Гондора, проявить себя. Я так не думаю. Я доверю это поручение только твоему брату. Тому, кто не подведёт меня""..",6
1175,Властелин колец: две крепости,02:18:41,Денетор,Я доверю это поручение только твоему брату,"Тебя? А... я понимаю. Случай Фарамиру, военачальнику Гондора, проявить себя. Я так не думаю. Я доверю это поручение только твоему брату. Тому, кто не подведёт меня""..",7
1176,Властелин колец: две крепости,02:18:41,Денетор,"Тому, кто не подведёт меня","Тебя? А... я понимаю. Случай Фарамиру, военачальнику Гондора, проявить себя. Я так не думаю. Я доверю это поручение только твоему брату. Тому, кто не подведёт меня""..",5
1177,Властелин колец: две крепости,02:18:41,Боромир,"Запомни этот день, младший брат","Запомни этот день, младший брат""..",5
1178,Властелин колец: две крепости,02:23:11,Фарамир,"Тот, кто проникнет к запретному озеру, будет убит","Взгляните. Тот, кто проникнет к запретному озеру, будет убит. Они ждут приказа. Отдать его?.",8
1179,Властелин колец: две крепости,02:23:11,Фродо,"Он связан со мной, а я с ним","Стойте. Он связан со мной, а я с ним. Он вёл нас. Прошу, позвольте спуститься к нему""..",8
1180,Властелин колец: две крепости,02:23:11,Фродо,"Прошу, позвольте спуститься к нему","Стойте. Он связан со мной, а я с ним. Он вёл нас. Прошу, позвольте спуститься к нему""..",5
1181,Властелин колец: две крепости,02:23:11,Фродо,"Смегол, ты должен поверить хозяину","Смегол, ты должен поверить хозяину. Следуй за мной. Идём! Идём! Идём, Смегол, хороший Смегол. Вот так. Идём. Не убивайте его! Не сопротивляйся! Смегол, послушай меня!.",5
1182,Властелин колец: две крепости,02:23:11,Фродо,"Идём! Идём! Идём, Смегол, хороший Смегол","Смегол, ты должен поверить хозяину. Следуй за мной. Идём! Идём! Идём, Смегол, хороший Смегол. Вот так. Идём. Не убивайте его! Не сопротивляйся! Смегол, послушай меня!.",6
1183,Властелин колец: две крепости,02:23:11,Фродо,"Не убивайте его! Не сопротивляйся! Смегол, послушай меня!.","Смегол, ты должен поверить хозяину. Следуй за мной. Идём! Идём! Идём, Смегол, хороший Смегол. Вот так. Идём. Не убивайте его! Не сопротивляйся! Смегол, послушай меня!.",8
1184,Властелин колец: две крепости,02:26:08,Фарамир,Достаточно! Куда ты вёл их? Отвечай!.,Достаточно! Куда ты вёл их? Отвечай!.,6
1185,Властелин колец: две крепости,02:26:08,Голлум,"Я говорил, что он коварный","Конечно обманул. Я говорил, что он коварный. Говорил, что он обманет тебя""..",5
1186,Властелин колец: две крепости,02:26:08,Голлум,"Говорил, что он обманет тебя","Конечно обманул. Я говорил, что он коварный. Говорил, что он обманет тебя""..",5
1187,Властелин колец: две крепости,02:26:08,Голлум,"Хозяин наш друг, наш друг","Хозяин наш друг, наш друг""..",5
1188,Властелин колец: две крепости,02:26:08,Голлум,"Нет! Не надо лезть, оставь нас!.","Нет! Не надо лезть, оставь нас!.",6
1189,Властелин колец: две крепости,02:26:08,Голлум,Мерзкие хоббитцы! Они украли её у нас!.,Мерзкие хоббитцы! Они украли её у нас!.,7
1190,Властелин колец: две крепости,02:27:40,Фродо,"Если я надену его, он найдёт, увидит","Я не могу. Ты был прав, Сэм. Ты предупреждал, но... прости. Кольцо завладевает мной. Если я надену его, он найдёт, увидит""..",7
1191,Властелин колец: две крепости,02:27:40,Фарамир,"Итак, вот и ответ на все загадки","Итак, вот и ответ на все загадки. Вы здесь в моём плену, два полурослика, а со мной преданные мне люди. Кольцо Власти теперь в моих руках. Военачальник армии Гондора обретёт силу""..",7
1192,Властелин колец: две крепости,02:27:40,Фарамир,"Вы здесь в моём плену, два полурослика, а со мной преданные мне люди","Итак, вот и ответ на все загадки. Вы здесь в моём плену, два полурослика, а со мной преданные мне люди. Кольцо Власти теперь в моих руках. Военачальник армии Гондора обретёт силу""..",13
1193,Властелин колец: две крепости,02:27:40,Фарамир,Кольцо Власти теперь в моих руках,"Итак, вот и ответ на все загадки. Вы здесь в моём плену, два полурослика, а со мной преданные мне люди. Кольцо Власти теперь в моих руках. Военачальник армии Гондора обретёт силу""..",6
1194,Властелин колец: две крепости,02:27:40,Фарамир,Военачальник армии Гондора обретёт силу,"Итак, вот и ответ на все загадки. Вы здесь в моём плену, два полурослика, а со мной преданные мне люди. Кольцо Власти теперь в моих руках. Военачальник армии Гондора обретёт силу""..",5
1195,Властелин колец: две крепости,02:27:40,Сэм,Остановитесь! Оставьте его! Как вы не понимаете? Он должен уничтожить его! Поймите же куда мы идём,Остановитесь! Оставьте его! Как вы не понимаете? Он должен уничтожить его! Поймите же куда мы идём. В Мордор! К Роковой Горе!.,16
1196,Властелин колец: две крепости,02:27:40,Сэм,В Мордор! К Роковой Горе!.,Остановитесь! Оставьте его! Как вы не понимаете? Он должен уничтожить его! Поймите же куда мы идём. В Мордор! К Роковой Горе!.,5
1197,Властелин колец: две крепости,02:27:40,Сэм,"Прошу вас, это тяжкое бремя","Прошу вас, это тяжкое бремя. Неужели вы не поможете?.",5
